tconst,score,focus
tt2708306,0.0,rating
tt0033563,509.0,rating
tt1059233,1.0,rating
tt0090907,8.0,rating
tt0070908,11.0,rating
tt1266036,28.0,rating
tt0304722,3.0,rating
tt0033574,29.0,rating
tt1266037,64.0,rating
tt0248845,284.0,rating
tt0451079,806.0,rating
tt0826752,0.0,rating
tt1820407,1.0,rating
tt5378096,1.0,rating
tt1542486,62.0,rating
tt0062198,7.0,rating
tt10594792,20.0,rating
tt3502802,0.0,rating
tt6475250,5.0,rating
tt0827170,21.0,rating
tt1820526,2.0,rating
tt0183802,4.0,rating
tt0112777,2.0,rating
tt0070923,2.0,rating
tt0062204,20.0,rating
tt0090915,14.0,rating
tt2195548,403.0,rating
tt0080933,3.0,rating
tt0380635,2.0,rating
tt1266038,0.0,rating
tt0101420,71.0,rating
tt8011322,9.0,rating
tt0128451,0.0,rating
tt1542852,48.0,rating
tt0019979,6.0,rating
tt6476140,1069.0,rating
tt0053232,2.0,rating
tt4412528,100.0,rating
tt1059828,0.0,rating
tt0043831,4.0,rating
tt0080945,33.0,rating
tt1820667,11.0,rating
tt3504048,368.0,rating
tt0827517,98.0,rating
tt0183882,0.0,rating
tt0380650,11.0,rating
tt5419398,0.0,rating
tt0070928,35.0,rating
tt2708550,23.0,rating
tt0305206,432.0,rating
tt0248953,3.0,rating
tt8011346,9.0,rating
tt4414438,30.0,rating
tt0043835,18.0,rating
tt0053241,3.0,rating
tt0053242,18.0,rating
tt2196091,13.0,rating
tt0062229,201.0,rating
tt0043861,42.0,rating
tt0033606,29.0,rating
tt6476532,2.0,rating
tt0090929,44.0,rating
tt0827714,4.0,rating
tt1267179,29.0,rating
tt0380779,10.0,rating
tt2708764,5.0,rating
tt0380817,600.0,rating
tt0183958,3.0,rating
tt0112818,370.0,rating
tt0033613,1.0,rating
tt0090933,71.0,rating
tt0090934,147.0,rating
tt8016648,3.0,rating
tt1267498,9.0,rating
tt0101431,46.0,rating
tt0112829,6.0,rating
tt0128666,1.0,rating
tt1543017,10.0,rating
tt0071086,13.0,rating
tt1543037,48.0,rating
tt0071093,1.0,rating
tt0305242,1.0,rating
tt0249172,114.0,rating
tt0305357,517.0,rating
tt0043891,11.0,rating
tt0305395,11.0,rating
tt5420886,122.0,rating
tt0827786,1.0,rating
tt4415900,11.0,rating
tt1543652,0.0,rating
tt6479178,0.0,rating
tt0249185,8.0,rating
tt6481190,4.0,rating
tt0249188,8.0,rating
tt8017136,3.0,rating
tt2196564,8.0,rating
tt8017700,2.0,rating
tt2196746,4.0,rating
tt0033621,15.0,rating
tt8019694,54.0,rating
tt0381090,16.0,rating
tt0020080,14.0,rating
tt2709768,653.0,rating
tt4418280,7.0,rating
tt1821373,4.0,rating
tt0101440,9.0,rating
tt0020081,8.0,rating
tt0184081,24.0,rating
tt3505898,52.0,rating
tt0043902,13.0,rating
tt0451824,46.0,rating
tt0033628,49.0,rating
tt0053269,19.0,rating
tt0033634,34.0,rating
tt0827788,10.0,rating
tt0101448,1.0,rating
tt0128823,0.0,rating
tt0112838,66.0,rating
tt12676972,2.0,rating
tt4420040,95.0,rating
tt0112844,24.0,rating
tt0128907,11.0,rating
tt0020144,5.0,rating
tt4422164,6.0,rating
tt2710368,7.0,rating
tt0071111,7.0,rating
tt2197566,0.0,rating
tt0043950,4.0,rating
tt1544592,1.0,rating
tt0033674,23.0,rating
tt0090994,123.0,rating
tt0080998,1.0,rating
tt4422796,0.0,rating
tt8025310,2.0,rating
tt6484954,0.0,rating
tt0184115,9.0,rating
tt0381111,68.0,rating
tt0101458,124.0,rating
tt2197776,0.0,rating
tt0305455,13.0,rating
tt0451829,53.0,rating
tt0184178,2.0,rating
tt2714622,19.0,rating
tt8027868,37.0,rating
tt0829176,68.0,rating
tt5427194,176.0,rating
tt0062341,26.0,rating
tt0381181,0.0,rating
tt5427460,1.0,rating
tt0112867,66.0,rating
tt1821617,19.0,rating
tt1545328,219.0,rating
tt0062350,4.0,rating
tt2197909,17.0,rating
tt0062352,30.0,rating
tt0249241,48.0,rating
tt0184240,4.0,rating
tt0033692,23.0,rating
tt3507676,2.0,rating
tt1268912,23.0,rating
tt10611372,10.0,rating
tt0305499,73.0,rating
tt0829193,150.0,rating
tt0112889,7.0,rating
tt0184366,21.0,rating
tt0112896,152.0,rating
tt8029242,2.0,rating
tt6488870,14.0,rating
tt0381192,66.0,rating
tt2715556,1.0,rating
tt0381270,539.0,rating
tt0081004,25.0,rating
tt0091045,22.0,rating
tt0101490,4.0,rating
tt0112906,2.0,rating
tt0184471,2.0,rating
tt0451983,12.0,rating
tt0062355,4.0,rating
tt0071127,0.0,rating
tt8032912,43.0,rating
tt0053290,30.0,rating
tt3507794,1.0,rating
tt5433884,1.0,rating
tt3508112,14.0,rating
tt0184546,3.0,rating
tt4425152,8.0,rating
tt2717528,3.0,rating
tt1270079,0.0,rating
tt0112951,14.0,rating
tt1547230,27.0,rating
tt1821624,10.0,rating
tt10622410,3.0,rating
tt2199436,12.0,rating
tt0062366,1.0,rating
tt0033728,5.0,rating
tt0129213,2.0,rating
tt0081006,0.0,rating
tt0184615,2.0,rating
tt0249380,44.0,rating
tt0829202,3.0,rating
tt2199448,3.0,rating
tt0020253,17.0,rating
tt5436082,4.0,rating
tt5436158,12.0,rating
tt0053308,20.0,rating
tt0381280,0.0,rating
tt4426248,0.0,rating
tt1270275,9.0,rating
tt1547631,8.0,rating
tt1547638,3.0,rating
tt5439126,4.0,rating
tt0033738,1.0,rating
tt0091060,18.0,rating
tt0020293,0.0,rating
tt0452011,37.0,rating
tt0829251,20.0,rating
tt0112961,28.0,rating
tt0044036,17.0,rating
tt0305632,40.0,rating
tt0249498,0.0,rating
tt0101492,96.0,rating
tt8042116,2.0,rating
tt0249506,2.0,rating
tt3511596,19.0,rating
tt0129280,212.0,rating
tt0053321,47.0,rating
tt1548629,47.0,rating
tt0062414,39.0,rating
tt2201211,188.0,rating
tt0033776,3.0,rating
tt1270631,6.0,rating
tt0184782,15.0,rating
tt10627720,53.0,rating
tt0062428,54.0,rating
tt2201760,0.0,rating
tt0044079,195.0,rating
tt4426464,418.0,rating
tt5439424,0.0,rating
tt0081031,23.0,rating
tt3512606,0.0,rating
tt0112964,49.0,rating
tt0053341,42.0,rating
tt0381292,15.0,rating
tt1270769,16.0,rating
tt8042132,8.0,rating
tt0829432,0.0,rating
tt0249588,29.0,rating
tt0062429,4.0,rating
tt0101536,42.0,rating
tt1551641,190.0,rating
tt0091072,1.0,rating
tt6489160,1.0,rating
tt0071135,1.0,rating
tt0305847,23.0,rating
tt3515284,1.0,rating
tt0044082,55.0,rating
tt2722504,166.0,rating
tt0053354,29.0,rating
tt0129422,2.0,rating
tt0101541,68.0,rating
tt0829442,1.0,rating
tt0044087,21.0,rating
tt0071147,8.0,rating
tt0249797,3.0,rating
tt10633722,3.0,rating
tt0020364,17.0,rating
tt0033803,17.0,rating
tt10638274,6.0,rating
tt0112974,10.0,rating
tt1272011,6.0,rating
tt2202750,41.0,rating
tt0305884,60.0,rating
tt0062445,28.0,rating
tt0452631,20.0,rating
tt0381341,3.0,rating
tt6490394,7.0,rating
tt0249816,2.0,rating
tt0081051,2.0,rating
tt0113026,67.0,rating
tt0184823,4.0,rating
tt4428762,29.0,rating
tt8047590,1.0,rating
tt0033806,23.0,rating
tt0129558,0.0,rating
tt1823159,4.0,rating
tt0071164,0.0,rating
tt0129563,3.0,rating
tt0249866,7.0,rating
tt3515318,10.0,rating
tt0101548,7.0,rating
tt0081056,1.0,rating
tt0033827,2.0,rating
tt0091105,34.0,rating
tt1064215,38.0,rating
tt6493472,1.0,rating
tt3516160,1.0,rating
tt0129598,0.0,rating
tt4428800,16.0,rating
tt3517026,19.0,rating
tt0831279,1.0,rating
tt0249947,0.0,rating
tt0053437,14.0,rating
tt1272034,4.0,rating
tt0081061,65.0,rating
tt0071165,1.0,rating
tt0381348,101.0,rating
tt0044098,46.0,rating
tt5440700,61.0,rating
tt0062467,178.0,rating
tt0452671,1.0,rating
tt0101574,4.0,rating
tt0305951,16.0,rating
tt1554082,16.0,rating
tt8048384,1.0,rating
tt2205762,27.0,rating
tt0305981,4.0,rating
tt0062480,28.0,rating
tt4429128,29.0,rating
tt0071166,3.0,rating
tt0033890,6.0,rating
tt2731308,1.0,rating
tt0113043,13.0,rating
tt10645356,1.0,rating
tt1273229,4.0,rating
tt0020446,19.0,rating
tt0452692,534.0,rating
tt0831390,0.0,rating
tt0091119,6.0,rating
tt0033910,23.0,rating
tt2207072,29.0,rating
tt1554091,159.0,rating
tt0081073,211.0,rating
tt4431646,2.0,rating
tt0091129,286.0,rating
tt1823664,725.0,rating
tt0053473,10.0,rating
tt0184872,28.0,rating
tt0250292,218.0,rating
tt2207778,15.0,rating
tt0452778,5.0,rating
tt1825636,5.0,rating
tt8050610,26.0,rating
tt0044144,11.0,rating
tt0452826,6.0,rating
tt5442626,9.0,rating
tt3517306,3.0,rating
tt0381361,138.0,rating
tt0101590,211.0,rating
tt0306065,3.0,rating
tt4432480,58.0,rating
tt0091142,100.0,rating
tt6495770,176.0,rating
tt0250310,54.0,rating
tt1273236,0.0,rating
tt0129884,89.0,rating
tt1064775,5.0,rating
tt0020480,1.0,rating
tt0062512,332.0,rating
tt3517776,115.0,rating
tt2736854,4.0,rating
tt0101595,443.0,rating
tt3517870,8.0,rating
tt1825728,0.0,rating
tt0129898,0.0,rating
tt12734582,20.0,rating
tt0081081,10.0,rating
tt1555187,8.0,rating
tt0113074,50.0,rating
tt0053600,3.0,rating
tt3517984,0.0,rating
tt2739012,0.0,rating
tt0071230,280.0,rating
tt2208020,9.0,rating
tt0129992,4.0,rating
tt0130022,0.0,rating
tt6498526,3.0,rating
tt0306228,2.0,rating
tt8058874,71.0,rating
tt0184973,5.0,rating
tt1064953,14.0,rating
tt0091183,60.0,rating
tt0062516,41.0,rating
tt1555895,0.0,rating
tt0033912,4.0,rating
tt0020488,5.0,rating
tt0044318,5.0,rating
tt0071253,0.0,rating
tt0033916,16.0,rating
tt2208216,11.0,rating
tt0071259,52.0,rating
tt5451244,20.0,rating
tt4437216,64.0,rating
tt0101628,51.0,rating
tt0250803,6.0,rating
tt1556146,2.0,rating
tt0130040,0.0,rating
tt0130089,0.0,rating
tt0053630,12.0,rating
tt6502580,3.0,rating
tt0250809,30.0,rating
tt0081086,9.0,rating
tt3520714,5.0,rating
tt1557182,0.0,rating
tt6502956,59.0,rating
tt0053634,14.0,rating
tt0071274,3.0,rating
tt0091190,1.0,rating
tt0091200,7.0,rating
tt0113075,4.0,rating
tt1065060,1.0,rating
tt1274273,12.0,rating
tt0081104,12.0,rating
tt6506146,4.0,rating
tt0306479,6.0,rating
tt0020490,5.0,rating
tt2739338,106.0,rating
tt1825811,9.0,rating
tt8060774,85.0,rating
tt0381408,5.0,rating
tt1825955,76.0,rating
tt0130172,33.0,rating
tt2739358,12.0,rating
tt1557783,2.0,rating
tt0071275,12.0,rating
tt3522138,4.0,rating
tt0044327,57.0,rating
tt0101652,63.0,rating
tt0081115,1.0,rating
tt0251052,35.0,rating
tt0044328,4.0,rating
tt0091209,173.0,rating
tt0831840,41.0,rating
tt0251097,5.0,rating
tt6509058,484.0,rating
tt3522530,8.0,rating
tt0053641,11.0,rating
tt6510954,1.0,rating
tt0130216,6.0,rating
tt0381429,399.0,rating
tt0062518,7.0,rating
tt5452964,176.0,rating
tt8063840,0.0,rating
tt2746136,10.0,rating
tt0033922,78.0,rating
tt2209426,6.0,rating
tt0306496,0.0,rating
tt0071288,88.0,rating
tt0130268,2.0,rating
tt1274275,3.0,rating
tt0251310,2.0,rating
tt1274276,6.0,rating
tt0831848,12.0,rating
tt0101653,8.0,rating
tt0113089,318.0,rating
tt0130377,8.0,rating
tt1274293,40.0,rating
tt0251355,16.0,rating
tt5456546,40.0,rating
tt0033923,15.0,rating
tt0044336,3.0,rating
tt2750288,21.0,rating
tt1558256,20.0,rating
tt0453188,34.0,rating
tt0306499,8.0,rating
tt6514342,3.0,rating
tt2210441,20.0,rating
tt0071292,14.0,rating
tt0101658,17.0,rating
tt2210463,30.0,rating
tt2751140,104.0,rating
tt0044378,9.0,rating
tt0831865,1.0,rating
tt8066076,3.0,rating
tt5457722,33.0,rating
tt2210581,4.0,rating
tt0185154,4.0,rating
tt4443838,192.0,rating
tt0081118,10.0,rating
tt0113099,253.0,rating
tt0251369,0.0,rating
tt8066304,0.0,rating
tt0453323,2.0,rating
tt1826593,5.0,rating
tt1558259,7.0,rating
tt0306522,24.0,rating
tt0091299,7.0,rating
tt0044386,50.0,rating
tt0062519,2.0,rating
tt6515420,28.0,rating
tt0071294,3.0,rating
tt1065290,11.0,rating
tt0185200,2.0,rating
tt6515910,114.0,rating
tt0381442,26.0,rating
tt0831884,1144.0,rating
tt1826684,15.0,rating
tt2210591,2.0,rating
tt1065332,28.0,rating
tt0306597,127.0,rating
tt0453492,0.0,rating
tt0130887,28.0,rating
tt0185354,20.0,rating
tt0081150,366.0,rating
tt0251433,19.0,rating
tt1274295,93.0,rating
tt0020510,4.0,rating
tt0113142,83.0,rating
tt0053694,0.0,rating
tt0033926,4.0,rating
tt0020514,34.0,rating
tt4445490,1.0,rating
tt0033928,10.0,rating
tt1826714,48.0,rating
tt0044392,1.0,rating
tt2752688,113.0,rating
tt0062523,5.0,rating
tt5458458,14.0,rating
tt0381466,8.0,rating
tt1274296,138.0,rating
tt8071688,4.0,rating
tt0251434,23.0,rating
tt0306644,7.0,rating
tt0831887,1120.0,rating
tt0306645,11.0,rating
tt2210993,5.0,rating
tt0033932,44.0,rating
tt3524346,0.0,rating
tt10656222,2.0,rating
tt0101701,89.0,rating
tt0453530,1.0,rating
tt0020516,4.0,rating
tt0062524,41.0,rating
tt0053695,9.0,rating
tt0081157,24.0,rating
tt0381469,42.0,rating
tt3524530,5.0,rating
tt0071297,31.0,rating
tt0251458,0.0,rating
tt0033941,3.0,rating
tt2754854,1.0,rating
tt0113168,258.0,rating
tt1274297,4.0,rating
tt8074328,0.0,rating
tt1274300,624.0,rating
tt4447076,8.0,rating
tt3525678,0.0,rating
tt0020534,16.0,rating
tt0185408,1.0,rating
tt1827528,10.0,rating
tt0091309,8.0,rating
tt0131400,23.0,rating
tt1827578,95.0,rating
tt0381473,40.0,rating
tt0453748,25.0,rating
tt0306646,325.0,rating
tt1560479,0.0,rating
tt5459388,0.0,rating
tt0020538,9.0,rating
tt0101702,13.0,rating
tt0062527,2.0,rating
tt8075260,117.0,rating
tt0020542,13.0,rating
tt0033942,13.0,rating
tt2759302,0.0,rating
tt0053696,10.0,rating
tt1828148,4.0,rating
tt0053699,9.0,rating
tt1560747,1436.0,rating
tt0185442,279.0,rating
tt0033944,7.0,rating
tt0081182,83.0,rating
tt0251582,37.0,rating
tt0381487,32.0,rating
tt1560954,196.0,rating
tt0033945,8.0,rating
tt0131494,2.0,rating
tt0044474,3.0,rating
tt0053704,11.0,rating
tt2759548,0.0,rating
tt12743636,1.0,rating
tt0113189,687.0,rating
tt4452210,1.0,rating
tt0831904,6.0,rating
tt4453286,4.0,rating
tt0454084,302.0,rating
tt8081566,7.0,rating
tt0251588,3.0,rating
tt5460548,21.0,rating
tt2760634,180.0,rating
tt0113205,1.0,rating
tt0381505,261.0,rating
tt0101704,49.0,rating
tt0131500,0.0,rating
tt0081186,26.0,rating
tt0113223,2.0,rating
tt0185534,5.0,rating
tt6529772,6.0,rating
tt1828978,0.0,rating
tt0020543,6.0,rating
tt1274418,83.0,rating
tt0381524,41.0,rating
tt0832266,872.0,rating
tt0044481,9.0,rating
tt1560976,8.0,rating
tt0081218,5.0,rating
tt0306651,7.0,rating
tt0071309,11.0,rating
tt3526408,13.0,rating
tt0306685,204.0,rating
tt5460658,158.0,rating
tt0071318,16.0,rating
tt5460880,301.0,rating
tt0101707,428.0,rating
tt0306708,116.0,rating
tt6530104,153.0,rating
tt0062529,4.0,rating
tt0071330,21.0,rating
tt0185542,10.0,rating
tt8085790,77.0,rating
tt0251590,1.0,rating
tt0832284,0.0,rating
tt12745164,72.0,rating
tt0053706,7.0,rating
tt8090564,176.0,rating
tt6535880,69.0,rating
tt0044486,55.0,rating
tt0033948,2.0,rating
tt0020547,25.0,rating
tt1274586,225.0,rating
tt2215211,2.0,rating
tt4457020,7.0,rating
tt0306734,657.0,rating
tt0020556,24.0,rating
tt0091369,724.0,rating
tt1830792,19.0,rating
tt0081228,25.0,rating
tt0454457,13.0,rating
tt0101723,2.0,rating
tt8091652,11.0,rating
tt0131502,103.0,rating
tt10682062,3.0,rating
tt3527166,20.0,rating
tt1562325,9.0,rating
tt0381601,42.0,rating
tt0033950,17.0,rating
tt0053707,16.0,rating
tt3527510,11.0,rating
tt0185714,4.0,rating
tt0033955,13.0,rating
tt0306735,9.0,rating
tt0062533,1.0,rating
tt0053708,6.0,rating
tt2768486,0.0,rating
tt6538402,1.0,rating
tt0832318,130.0,rating
tt0044487,14.0,rating
tt0131510,134.0,rating
tt1831609,0.0,rating
tt0044488,13.0,rating
tt4457344,24.0,rating
tt0832347,10.0,rating
tt2769158,1.0,rating
tt0071356,0.0,rating
tt0131515,0.0,rating
tt0071360,980.0,rating
tt1562328,9.0,rating
tt1068643,17.0,rating
tt2215348,2.0,rating
tt3528756,15.0,rating
tt2769828,5.0,rating
tt0101725,166.0,rating
tt6539420,13.0,rating
tt0251602,2.0,rating
tt0020570,8.0,rating
tt3528852,0.0,rating
tt0081254,6.0,rating
tt0033958,7.0,rating
tt0071385,147.0,rating
tt0091377,4.0,rating
tt0113337,335.0,rating
tt1274596,1.0,rating
tt0381617,97.0,rating
tt0071389,10.0,rating
tt2215499,4.0,rating
tt5461596,11.0,rating
tt1068649,70.0,rating
tt0185842,43.0,rating
tt0131517,16.0,rating
tt3529052,0.0,rating
tt0381668,44.0,rating
tt0044489,23.0,rating
tt1068650,5.0,rating
tt1562568,200.0,rating
tt0020572,27.0,rating
tt2771800,19.0,rating
tt0044490,6.0,rating
tt0091410,25.0,rating
tt3529656,320.0,rating
tt0033963,31.0,rating
tt0062534,7.0,rating
tt3530328,0.0,rating
tt0033966,2.0,rating
tt5462464,9.0,rating
tt6545212,7.0,rating
tt0185853,4.0,rating
tt0071391,24.0,rating
tt0033968,10.0,rating
tt0053709,5.0,rating
tt1562847,196.0,rating
tt0131534,0.0,rating
tt2771898,6.0,rating
tt0832466,5.0,rating
tt0251618,0.0,rating
tt1274636,0.0,rating
tt0020581,15.0,rating
tt0454515,15.0,rating
tt0020585,61.0,rating
tt2771986,27.0,rating
tt0454536,5.0,rating
tt0185883,18.0,rating
tt3530418,4.0,rating
tt0113345,1.0,rating
tt0044497,18.0,rating
tt2216748,0.0,rating
tt0062618,5.0,rating
tt0044502,75.0,rating
tt1832381,11.0,rating
tt0044503,7.0,rating
tt0381690,29.0,rating
tt0020590,19.0,rating
tt0454578,11.0,rating
tt1562848,0.0,rating
tt5462882,0.0,rating
tt1832438,22.0,rating
tt0251629,0.0,rating
tt6547170,344.0,rating
tt0053712,6.0,rating
tt10698468,1.0,rating
tt0091419,311.0,rating
tt4457820,2.0,rating
tt2772092,7.0,rating
tt1274639,35.0,rating
tt0020608,43.0,rating
tt1562849,12.0,rating
tt0185897,29.0,rating
tt3530456,6.0,rating
tt6547786,102.0,rating
tt0062619,2.0,rating
tt0053715,29.0,rating
tt0101735,39.0,rating
tt1832516,0.0,rating
tt4458206,12.0,rating
tt0101738,1.0,rating
tt3530830,0.0,rating
tt2218988,26.0,rating
tt0020613,23.0,rating
tt1562859,35.0,rating
tt0185910,1.0,rating
tt0113347,263.0,rating
tt1274645,24.0,rating
tt0306741,4.0,rating
tt0053716,117.0,rating
tt8095076,3.0,rating
tt0033973,4.0,rating
tt2219868,0.0,rating
tt0131549,0.0,rating
tt8096558,1.0,rating
tt0091425,2.0,rating
tt0832517,4.0,rating
tt0454602,76.0,rating
tt2220560,11.0,rating
tt0091427,66.0,rating
tt0454776,375.0,rating
tt0044504,1.0,rating
tt3530970,51.0,rating
tt0044506,22.0,rating
tt0185937,664.0,rating
tt0044509,26.0,rating
tt0053717,30.0,rating
tt5462892,11.0,rating
tt0185976,0.0,rating
tt0044513,6.0,rating
tt5462906,17.0,rating
tt1833056,0.0,rating
tt0081268,65.0,rating
tt0101739,4.0,rating
tt0033980,36.0,rating
tt12747236,1.0,rating
tt0062622,2422.0,rating
tt0185978,1.0,rating
tt0062625,15.0,rating
tt0020620,50.0,rating
tt0832865,0.0,rating
tt0381704,0.0,rating
tt0071447,9.0,rating
tt4458368,7.0,rating
tt0113350,7.0,rating
tt1274738,1.0,rating
tt0251677,180.0,rating
tt8098636,9.0,rating
tt0101741,80.0,rating
tt8100900,16.0,rating
tt0062626,39.0,rating
tt0306761,1.0,rating
tt0091428,71.0,rating
tt0053719,47.0,rating
tt0081269,61.0,rating
tt0081271,8.0,rating
tt1071203,19.0,rating
tt0131566,242.0,rating
tt4459156,329.0,rating
tt2773610,0.0,rating
tt2224057,22.0,rating
tt3531852,181.0,rating
tt12747588,16.0,rating
tt3532216,1276.0,rating
tt0832906,7.0,rating
tt0044517,31.0,rating
tt0113351,13.0,rating
tt0020629,100.0,rating
tt0071465,5.0,rating
tt0185997,10.0,rating
tt0113356,77.0,rating
tt0454792,123.0,rating
tt0186014,72.0,rating
tt2224073,6.0,rating
tt0131571,0.0,rating
tt5463510,12.0,rating
tt8103160,24.0,rating
tt1833781,6.0,rating
tt0251717,5.0,rating
tt8104940,2.0,rating
tt0101742,82.0,rating
tt6548370,0.0,rating
tt5465868,6.0,rating
tt0091429,9.0,rating
tt0306774,0.0,rating
tt1071228,10.0,rating
tt6548388,2.0,rating
tt0091430,71.0,rating
tt0454801,0.0,rating
tt0081276,14.0,rating
tt0186045,300.0,rating
tt0062633,11.0,rating
tt0033986,16.0,rating
tt0081280,50.0,rating
tt0033987,50.0,rating
tt1562872,185.0,rating
tt2224219,0.0,rating
tt4459758,3.0,rating
tt0033989,1.0,rating
tt0101743,13.0,rating
tt0101744,34.0,rating
tt8107464,21.0,rating
tt0306840,11.0,rating
tt0071466,7.0,rating
tt0131596,1.0,rating
tt12749596,73.0,rating
tt0186119,0.0,rating
tt0113359,8.0,rating
tt0081283,181.0,rating
tt0020640,75.0,rating
tt5466056,1.0,rating
tt0251734,5.0,rating
tt0020641,14.0,rating
tt0044518,46.0,rating
tt3539966,12.0,rating
tt0033994,6.0,rating
tt0833422,2.0,rating
tt0062636,38.0,rating
tt2773732,1.0,rating
tt0053720,1.0,rating
tt1275521,3.0,rating
tt0071478,2.0,rating
tt0113360,117.0,rating
tt0251736,159.0,rating
tt1833835,1.0,rating
tt0186151,380.0,rating
tt0033996,26.0,rating
tt6548966,10.0,rating
tt0091431,60.0,rating
tt3540016,13.0,rating
tt0033998,1.0,rating
tt0020642,7.0,rating
tt0071498,9.0,rating
tt0131603,6.0,rating
tt0381707,465.0,rating
tt0044519,12.0,rating
tt0833444,19.0,rating
tt0381711,7.0,rating
tt0251756,36.0,rating
tt0053726,21.0,rating
tt0381716,30.0,rating
tt0454824,280.0,rating
tt0381717,351.0,rating
tt1071880,19.0,rating
tt0131624,0.0,rating
tt1562873,24.0,rating
tt0034000,15.0,rating
tt4459806,0.0,rating
tt5466340,0.0,rating
tt0020656,18.0,rating
tt1562899,82.0,rating
tt0020661,9.0,rating
tt0113361,1.0,rating
tt0101745,450.0,rating
tt1833843,10.0,rating
tt8107882,1.0,rating
tt0062637,0.0,rating
tt1275723,2.0,rating
tt6549186,3.0,rating
tt0071517,40.0,rating
tt3540136,16.0,rating
tt0186156,5.0,rating
tt1833844,105.0,rating
tt0034010,30.0,rating
tt2225324,1.0,rating
tt0044521,2.0,rating
tt0020668,5.0,rating
tt0251777,6.0,rating
tt0053727,14.0,rating
tt6549234,5.0,rating
tt0062639,55.0,rating
tt5466576,18.0,rating
tt0454839,7.0,rating
tt4459912,2.0,rating
tt0091433,4.0,rating
tt3540420,20.0,rating
tt0833448,0.0,rating
tt0113362,81.0,rating
tt0454841,333.0,rating
tt0113364,0.0,rating
tt0454848,938.0,rating
tt0381720,24.0,rating
tt0071537,6.0,rating
tt2773768,0.0,rating
tt0131636,22.0,rating
tt0034011,21.0,rating
tt10727214,1.0,rating
tt12757372,10.0,rating
tt0101746,146.0,rating
tt1072748,382.0,rating
tt0306846,7.0,rating
tt0053729,8.0,rating
tt0833476,46.0,rating
tt0081291,119.0,rating
tt0044527,4.0,rating
tt1833845,12.0,rating
tt0071549,1.0,rating
tt0186202,212.0,rating
tt6549502,4.0,rating
tt0091437,28.0,rating
tt0020670,6.0,rating
tt1562918,14.0,rating
tt0044533,120.0,rating
tt3541028,4.0,rating
tt5467554,17.0,rating
tt8108104,0.0,rating
tt0034012,47.0,rating
tt0044537,46.0,rating
tt0071550,22.0,rating
tt6550794,4.0,rating
tt0454864,108.0,rating
tt0306855,71.0,rating
tt0131646,124.0,rating
tt6551244,1.0,rating
tt0381838,19.0,rating
tt0113368,49.0,rating
tt2773898,9.0,rating
tt3541080,14.0,rating
tt0081295,0.0,rating
tt0113369,34.0,rating
tt2226301,9.0,rating
tt0186240,48.0,rating
tt0101748,152.0,rating
tt4460122,0.0,rating
tt0091442,2.0,rating
tt0251797,20.0,rating
tt3541124,0.0,rating
tt5467702,0.0,rating
tt4460624,124.0,rating
tt0101752,4.0,rating
tt1275778,2.0,rating
tt2226485,1.0,rating
tt6551510,13.0,rating
tt0020673,1.0,rating
tt0833482,2.0,rating
tt0053732,5.0,rating
tt0020679,12.0,rating
tt0454874,1.0,rating
tt1833846,11.0,rating
tt8108164,66.0,rating
tt1072754,87.0,rating
tt0091445,122.0,rating
tt0044538,6.0,rating
tt1562928,2.0,rating
tt0306882,5.0,rating
tt0044540,14.0,rating
tt3541262,142.0,rating
tt0020686,6.0,rating
tt0131704,547.0,rating
tt0306886,6.0,rating
tt6555144,2.0,rating
tt4460786,8.0,rating
tt0101753,77.0,rating
tt1563655,0.0,rating
tt2776074,19.0,rating
tt0062645,65.0,rating
tt0081299,23.0,rating
tt0053735,42.0,rating
tt1275830,7.0,rating
tt0113375,39.0,rating
tt8108168,2.0,rating
tt6555772,31.0,rating
tt0044547,29.0,rating
tt0454876,908.0,rating
tt1563704,179.0,rating
tt0062649,9.0,rating
tt1833879,5.0,rating
tt0381849,1195.0,rating
tt0833484,55.0,rating
tt0081304,2.0,rating
tt0306892,320.0,rating
tt0020690,13.0,rating
tt2776106,9.0,rating
tt0034023,10.0,rating
tt0053738,1.0,rating
tt0091446,0.0,rating
tt0053739,37.0,rating
tt0081314,15.0,rating
tt6556552,14.0,rating
tt2226597,506.0,rating
tt0101755,4.0,rating
tt0251806,21.0,rating
tt0186253,115.0,rating
tt0454879,237.0,rating
tt5467928,4.0,rating
tt1073105,183.0,rating
tt1563719,27.0,rating
tt0071557,24.0,rating
tt3541358,3.0,rating
tt0044552,42.0,rating
tt4460792,221.0,rating
tt5468014,9.0,rating
tt1563738,698.0,rating
tt2776344,21.0,rating
tt0062652,30.0,rating
tt8108196,57.0,rating
tt5468016,11.0,rating
tt0053740,29.0,rating
tt6556576,41.0,rating
tt0186256,8.0,rating
tt6556670,39.0,rating
tt5468022,7.0,rating
tt0381936,24.0,rating
tt0131857,448.0,rating
tt0113376,87.0,rating
tt3541524,374.0,rating
tt0251833,5.0,rating
tt0091447,9.0,rating
tt0081315,7.0,rating
tt2226630,82.0,rating
tt0101756,28.0,rating
tt0044557,85.0,rating
tt1563740,7.0,rating
tt0454880,0.0,rating
tt0053742,24.0,rating
tt0034027,7.0,rating
tt1073123,0.0,rating
tt0053746,11.0,rating
tt4460854,104.0,rating
tt0833510,5.0,rating
tt0081318,36.0,rating
tt0251847,11.0,rating
tt0081323,63.0,rating
